csat_id,date,work_type,team_id,customer_segment,csat_score,feedback_theme
CSAT_000542,2026-03-30,expert_review,TEAM_APAC_EXPERT_02,strategic,3.9,calibration
CSAT_000543,2026-04-10,image_annotation,TEAM_APAC_IMAGE_03,mid_market,4.7,responsiveness
CSAT_000544,2026-04-14,code_review,TEAM_APAC_CODE_02,strategic,4.1,calibration
CSAT_000545,2026-04-28,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.0,accuracy
CSAT_000546,2026-04-18,image_annotation,TEAM_APAC_IMAGE_04,strategic,4.7,handoff_quality
CSAT_000547,2026-05-29,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.6,timeliness
CSAT_000548,2026-03-27,image_annotation,TEAM_APAC_IMAGE_03,startup,4.5,timeliness
CSAT_000549,2026-04-25,image_annotation,TEAM_APAC_IMAGE_02,mid_market,4.4,responsiveness
CSAT_000550,2026-04-08,code_review,TEAM_APAC_CODE_01,mid_market,4.5,accuracy
CSAT_000551,2026-05-18,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.7,calibration
CSAT_000552,2026-05-26,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.2,responsiveness
CSAT_000553,2026-03-21,rlhf_evaluation,TEAM_APAC_RLHF_02,startup,4.3,timeliness
CSAT_000554,2026-05-01,audio_evaluation,TEAM_APAC_AUDIO_03,strategic,4.0,timeliness
CSAT_000555,2026-05-26,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.8,accuracy
CSAT_000556,2026-06-14,image_annotation,TEAM_APAC_IMAGE_02,enterprise,4.6,handoff_quality
CSAT_000557,2026-03-27,image_annotation,TEAM_APAC_IMAGE_03,mid_market,4.8,calibration
CSAT_000558,2026-05-25,rlhf_evaluation,TEAM_APAC_RLHF_03,mid_market,4.8,tooling
CSAT_000559,2026-03-19,rlhf_evaluation,TEAM_APAC_RLHF_03,mid_market,4.4,tooling
CSAT_000560,2026-04-11,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.0,communication
CSAT_000561,2026-03-25,image_annotation,TEAM_APAC_IMAGE_02,mid_market,4.4,accuracy
CSAT_000562,2026-04-01,rlhf_evaluation,TEAM_APAC_RLHF_03,strategic,4.0,calibration
CSAT_000563,2026-06-05,code_review,TEAM_APAC_CODE_01,startup,4.5,handoff_quality
CSAT_000564,2026-05-15,expert_review,TEAM_APAC_EXPERT_01,enterprise,4.0,accuracy
CSAT_000565,2026-03-30,code_review,TEAM_APAC_CODE_03,mid_market,3.9,calibration
CSAT_000566,2026-04-14,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.2,tooling
CSAT_000567,2026-04-20,image_annotation,TEAM_APAC_IMAGE_02,startup,4.1,accuracy
CSAT_000568,2026-04-01,audio_evaluation,TEAM_APAC_AUDIO_03,startup,4.0,calibration
CSAT_000569,2026-04-01,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.1,timeliness
CSAT_000570,2026-04-13,image_annotation,TEAM_APAC_IMAGE_03,strategic,4.4,tooling
CSAT_000571,2026-04-24,rlhf_evaluation,TEAM_APAC_RLHF_03,mid_market,4.3,accuracy
CSAT_000572,2026-05-17,rlhf_evaluation,TEAM_APAC_RLHF_03,mid_market,4.4,responsiveness
CSAT_000573,2026-05-25,audio_evaluation,TEAM_APAC_AUDIO_03,enterprise,3.9,accuracy
CSAT_000574,2026-05-02,code_review,TEAM_APAC_CODE_02,enterprise,4.0,accuracy
CSAT_000575,2026-04-17,expert_review,TEAM_APAC_EXPERT_01,startup,4.5,calibration
CSAT_000576,2026-03-29,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.0,communication
CSAT_000577,2026-05-30,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,3.7,calibration
CSAT_000578,2026-06-11,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,4.0,communication
CSAT_000579,2026-05-07,rlhf_evaluation,TEAM_APAC_RLHF_01,mid_market,4.2,timeliness
CSAT_000580,2026-04-09,code_review,TEAM_APAC_CODE_03,enterprise,4.5,communication
CSAT_000581,2026-05-02,image_annotation,TEAM_APAC_IMAGE_04,mid_market,4.5,tooling
CSAT_000582,2026-03-26,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.4,communication
CSAT_000583,2026-04-13,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,3.9,calibration
CSAT_000584,2026-05-12,expert_review,TEAM_APAC_EXPERT_01,startup,4.1,timeliness
CSAT_000585,2026-05-25,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.5,responsiveness
CSAT_000586,2026-06-07,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.1,communication
CSAT_000587,2026-03-30,audio_evaluation,TEAM_APAC_AUDIO_02,strategic,4.7,calibration
CSAT_000588,2026-04-25,image_annotation,TEAM_APAC_IMAGE_03,strategic,4.8,timeliness
CSAT_000589,2026-03-25,code_review,TEAM_APAC_CODE_02,strategic,4.2,tooling
CSAT_000590,2026-05-12,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.1,timeliness
CSAT_000591,2026-06-14,image_annotation,TEAM_APAC_IMAGE_04,enterprise,4.7,tooling
CSAT_000592,2026-05-23,rlhf_evaluation,TEAM_APAC_RLHF_03,startup,4.6,calibration
CSAT_000593,2026-03-30,image_annotation,TEAM_APAC_IMAGE_04,mid_market,4.7,handoff_quality
CSAT_000594,2026-04-29,code_review,TEAM_APAC_CODE_02,mid_market,4.5,timeliness
CSAT_000595,2026-03-25,image_annotation,TEAM_APAC_IMAGE_03,startup,4.5,accuracy
CSAT_000596,2026-04-25,image_annotation,TEAM_APAC_IMAGE_03,enterprise,4.4,accuracy
CSAT_000597,2026-06-08,image_annotation,TEAM_APAC_IMAGE_03,enterprise,4.3,handoff_quality
CSAT_000598,2026-05-31,rlhf_evaluation,TEAM_APAC_RLHF_03,mid_market,4.2,calibration
CSAT_000599,2026-06-13,expert_review,TEAM_APAC_EXPERT_01,enterprise,3.8,timeliness
CSAT_000600,2026-05-15,rlhf_evaluation,TEAM_APAC_RLHF_03,enterprise,4.4,handoff_quality
CSAT_000601,2026-04-21,code_review,TEAM_APAC_CODE_01,mid_market,4.3,handoff_quality
CSAT_000602,2026-06-11,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.4,accuracy
CSAT_000603,2026-04-26,code_review,TEAM_APAC_CODE_02,enterprise,4.5,tooling
CSAT_000604,2026-05-04,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.0,accuracy
CSAT_000605,2026-03-21,image_annotation,TEAM_APAC_IMAGE_01,enterprise,4.7,responsiveness
CSAT_000606,2026-04-17,expert_review,TEAM_APAC_EXPERT_01,mid_market,4.0,calibration
CSAT_000607,2026-06-14,code_review,TEAM_APAC_CODE_01,enterprise,4.3,accuracy
CSAT_000608,2026-05-08,code_review,TEAM_APAC_CODE_01,startup,4.5,handoff_quality
CSAT_000609,2026-05-29,image_annotation,TEAM_APAC_IMAGE_01,strategic,4.5,responsiveness
CSAT_000610,2026-04-04,image_annotation,TEAM_APAC_IMAGE_04,mid_market,5.0,handoff_quality
CSAT_000611,2026-05-27,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.1,accuracy
CSAT_000612,2026-05-20,image_annotation,TEAM_APAC_IMAGE_02,mid_market,4.9,accuracy
CSAT_000613,2026-04-20,image_annotation,TEAM_APAC_IMAGE_04,mid_market,4.5,handoff_quality
CSAT_000614,2026-05-31,code_review,TEAM_APAC_CODE_03,strategic,4.3,accuracy
CSAT_000615,2026-05-03,image_annotation,TEAM_APAC_IMAGE_03,startup,4.5,calibration
CSAT_000616,2026-04-09,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.0,calibration
CSAT_000617,2026-05-20,expert_review,TEAM_APAC_EXPERT_01,enterprise,4.4,calibration
CSAT_000618,2026-04-06,expert_review,TEAM_APAC_EXPERT_01,enterprise,4.5,communication
CSAT_000619,2026-05-17,audio_evaluation,TEAM_APAC_AUDIO_01,enterprise,4.3,communication
CSAT_000620,2026-05-31,rlhf_evaluation,TEAM_APAC_RLHF_03,startup,4.4,accuracy
CSAT_000621,2026-05-14,code_review,TEAM_APAC_CODE_03,strategic,4.3,calibration
CSAT_000622,2026-05-28,image_annotation,TEAM_APAC_IMAGE_04,mid_market,5.0,timeliness
CSAT_000623,2026-04-11,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.3,calibration
CSAT_000624,2026-06-15,expert_review,TEAM_APAC_EXPERT_02,enterprise,4.2,accuracy
CSAT_000625,2026-04-20,audio_evaluation,TEAM_APAC_AUDIO_01,mid_market,4.4,tooling
CSAT_000626,2026-06-06,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,3.9,communication
CSAT_000627,2026-04-06,rlhf_evaluation,TEAM_APAC_RLHF_02,strategic,4.4,responsiveness
CSAT_000628,2026-04-14,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.9,timeliness
CSAT_000629,2026-05-13,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.7,tooling
CSAT_000630,2026-06-03,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.5,calibration
CSAT_000631,2026-04-04,rlhf_evaluation,TEAM_APAC_RLHF_02,strategic,4.1,calibration
CSAT_000632,2026-05-14,rlhf_evaluation,TEAM_APAC_RLHF_03,startup,4.0,accuracy
CSAT_000633,2026-05-05,rlhf_evaluation,TEAM_APAC_RLHF_03,mid_market,4.3,responsiveness
CSAT_000634,2026-04-21,rlhf_evaluation,TEAM_APAC_RLHF_03,strategic,4.2,tooling
CSAT_000635,2026-03-21,audio_evaluation,TEAM_APAC_AUDIO_02,mid_market,4.0,communication
CSAT_000636,2026-05-30,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.2,responsiveness
CSAT_000637,2026-05-22,rlhf_evaluation,TEAM_APAC_RLHF_01,strategic,4.3,timeliness
CSAT_000638,2026-05-26,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.3,accuracy
CSAT_000639,2026-05-03,rlhf_evaluation,TEAM_APAC_RLHF_01,mid_market,4.7,timeliness
CSAT_000640,2026-05-19,rlhf_evaluation,TEAM_APAC_RLHF_02,mid_market,4.5,handoff_quality
CSAT_000641,2026-05-16,image_annotation,TEAM_APAC_IMAGE_04,enterprise,4.7,handoff_quality
CSAT_000642,2026-03-20,code_review,TEAM_APAC_CODE_01,mid_market,4.4,communication
CSAT_000643,2026-05-10,audio_evaluation,TEAM_APAC_AUDIO_01,startup,4.2,handoff_quality
CSAT_000644,2026-04-17,rlhf_evaluation,TEAM_APAC_RLHF_02,enterprise,4.0,communication
CSAT_000645,2026-05-16,audio_evaluation,TEAM_APAC_AUDIO_02,enterprise,4.4,responsiveness
CSAT_000646,2026-04-06,rlhf_evaluation,TEAM_APAC_RLHF_02,startup,4.5,tooling
CSAT_000647,2026-06-02,image_annotation,TEAM_APAC_IMAGE_02,strategic,4.5,timeliness
CSAT_000648,2026-04-01,expert_review,TEAM_APAC_EXPERT_02,enterprise,4.5,handoff_quality
CSAT_000649,2026-04-03,rlhf_evaluation,TEAM_APAC_RLHF_03,strategic,4.2,accuracy
CSAT_000650,2026-06-01,code_review,TEAM_APAC_CODE_01,enterprise,4.5,responsiveness
