quality_event_id,work_item_id,contributor_id,reviewer_id,quality_score,gold_task_pass,reviewer_override,peer_agreement_score
QE_003135,WI_008130,CONTR_00320,REV_0008,91.3,True,False,0.9
QE_003136,WI_001458,CONTR_00217,REV_0015,78.8,False,False,0.87
QE_003137,WI_011417,CONTR_00048,REV_0010,96.3,True,False,0.88
QE_003138,WI_013010,CONTR_00203,REV_0017,89.8,True,False,0.71
QE_003139,WI_001055,CONTR_00015,REV_0030,93.8,True,False,0.89
QE_003140,WI_002315,CONTR_00171,REV_0019,81.0,False,False,0.8
QE_003141,WI_006293,CONTR_00243,REV_0025,88.1,True,False,0.96
QE_003142,WI_010100,CONTR_00052,REV_0021,82.0,True,False,0.77
QE_003143,WI_003448,CONTR_00220,REV_0016,83.9,True,True,0.77
QE_003144,WI_007433,CONTR_00409,REV_0023,87.8,True,False,0.84
QE_003145,WI_009724,CONTR_00282,REV_0026,77.8,True,False,0.84
QE_003146,WI_013772,CONTR_00082,REV_0017,92.4,True,False,0.76
QE_003147,WI_001820,CONTR_00121,REV_0023,85.0,False,False,0.83
QE_003148,WI_001128,CONTR_00435,REV_0012,99.0,True,False,0.89
QE_003149,WI_005494,CONTR_00244,REV_0003,82.9,True,False,0.82
QE_003150,WI_011097,CONTR_00202,REV_0015,94.7,True,False,0.72
QE_003151,WI_001367,CONTR_00055,REV_0005,95.1,True,False,0.8
QE_003152,WI_012460,CONTR_00104,REV_0025,97.4,True,False,0.88
QE_003153,WI_011712,CONTR_00240,REV_0007,79.6,False,False,0.81
QE_003154,WI_000719,CONTR_00092,REV_0020,93.0,True,False,0.77
QE_003155,WI_000683,CONTR_00159,REV_0025,87.7,True,False,0.89
QE_003156,WI_000835,CONTR_00115,REV_0022,92.4,True,False,0.85
QE_003157,WI_006341,CONTR_00120,REV_0007,91.7,True,False,0.97
QE_003158,WI_004286,CONTR_00412,REV_0012,84.4,True,False,0.96
QE_003159,WI_004603,CONTR_00158,REV_0014,71.7,False,True,0.95
QE_003160,WI_002419,CONTR_00203,REV_0020,84.9,False,False,0.8
QE_003161,WI_012427,CONTR_00011,REV_0001,86.4,False,False,0.82
QE_003162,WI_004495,CONTR_00251,REV_0016,78.5,False,False,0.81
QE_003163,WI_008024,CONTR_00055,REV_0027,86.2,True,False,0.88
QE_003164,WI_012270,CONTR_00063,REV_0025,77.1,False,False,0.91
QE_003165,WI_005425,CONTR_00093,REV_0008,85.3,True,False,0.83
QE_003166,WI_012173,CONTR_00212,REV_0030,73.0,False,True,0.77
QE_003167,WI_010715,CONTR_00192,REV_0012,79.6,False,False,0.91
QE_003168,WI_003883,CONTR_00428,REV_0022,81.9,False,False,0.73
QE_003169,WI_009728,CONTR_00160,REV_0024,84.5,False,False,0.79
QE_003170,WI_006434,CONTR_00181,REV_0030,90.8,True,False,0.77
QE_003171,WI_001538,CONTR_00040,REV_0001,80.0,True,False,0.86
QE_003172,WI_002893,CONTR_00262,REV_0012,95.3,True,False,0.99
QE_003173,WI_008071,CONTR_00039,REV_0009,89.2,True,False,0.97
QE_003174,WI_010989,CONTR_00441,REV_0013,88.0,False,False,0.83
QE_003175,WI_009355,CONTR_00001,REV_0005,84.8,False,False,0.85
QE_003176,WI_008778,CONTR_00211,REV_0014,83.6,False,False,0.93
QE_003177,WI_004386,CONTR_00252,REV_0005,85.2,True,False,0.84
QE_003178,WI_003223,CONTR_00249,REV_0025,90.9,True,False,0.9
QE_003179,WI_001917,CONTR_00118,REV_0009,88.5,True,False,0.99
QE_003180,WI_006720,CONTR_00177,REV_0015,82.2,True,False,0.82
QE_003181,WI_003164,CONTR_00186,REV_0020,83.1,True,False,0.99
QE_003182,WI_007141,CONTR_00177,REV_0020,97.7,True,False,0.89
QE_003183,WI_007262,CONTR_00172,REV_0019,89.1,True,False,0.76
QE_003184,WI_002705,CONTR_00163,REV_0014,82.4,True,False,0.94
QE_003185,WI_005233,CONTR_00411,REV_0017,85.3,False,False,0.85
QE_003186,WI_006381,CONTR_00297,REV_0002,84.2,False,False,0.81
QE_003187,WI_000083,CONTR_00159,REV_0011,86.5,True,False,0.99
QE_003188,WI_005837,CONTR_00045,REV_0005,83.1,True,False,0.79
QE_003189,WI_013261,CONTR_00205,REV_0006,91.9,True,False,0.83
QE_003190,WI_011244,CONTR_00012,REV_0001,92.9,True,False,0.95
QE_003191,WI_009422,CONTR_00032,REV_0010,78.5,False,False,0.99
QE_003192,WI_002977,CONTR_00104,REV_0016,85.1,True,False,0.99
QE_003193,WI_007932,CONTR_00098,REV_0001,86.7,True,False,0.81
QE_003194,WI_004869,CONTR_00240,REV_0003,82.8,False,False,0.89
QE_003195,WI_007815,CONTR_00063,REV_0011,90.8,True,False,0.85
QE_003196,WI_006224,CONTR_00237,REV_0003,84.0,True,False,0.93
QE_003197,WI_002487,CONTR_00330,REV_0027,93.1,True,False,0.88
QE_003198,WI_001948,CONTR_00162,REV_0009,87.4,True,False,0.86
QE_003199,WI_003704,CONTR_00128,REV_0018,88.3,True,True,0.67
QE_003200,WI_010449,CONTR_00279,REV_0007,80.0,False,True,0.88
QE_003201,WI_000103,CONTR_00051,REV_0013,94.2,True,False,0.85
QE_003202,WI_012047,CONTR_00177,REV_0011,80.3,False,False,0.9
QE_003203,WI_009552,CONTR_00107,REV_0026,90.9,True,False,0.73
QE_003204,WI_006878,CONTR_00248,REV_0001,86.6,True,False,0.82
QE_003205,WI_009743,CONTR_00095,REV_0029,90.8,True,False,0.74
QE_003206,WI_013875,CONTR_00183,REV_0008,87.1,True,False,0.84
QE_003207,WI_011288,CONTR_00134,REV_0007,93.5,True,False,0.95
QE_003208,WI_000785,CONTR_00090,REV_0003,99.0,True,False,0.88
QE_003209,WI_003502,CONTR_00410,REV_0015,84.6,False,False,0.66
QE_003210,WI_001181,CONTR_00138,REV_0022,92.8,True,False,0.78
QE_003211,WI_007854,CONTR_00117,REV_0018,89.1,True,False,0.83
QE_003212,WI_013234,CONTR_00082,REV_0002,96.5,True,False,0.92
QE_003213,WI_006820,CONTR_00114,REV_0013,93.5,True,False,0.99
QE_003214,WI_002210,CONTR_00251,REV_0016,91.9,True,False,0.77
QE_003215,WI_010333,CONTR_00418,REV_0029,94.0,True,False,0.95
QE_003216,WI_002065,CONTR_00392,REV_0005,92.6,True,False,0.82
QE_003217,WI_007177,CONTR_00055,REV_0016,96.4,True,False,0.76
QE_003218,WI_004707,CONTR_00280,REV_0016,82.0,False,False,0.9
QE_003219,WI_006784,CONTR_00290,REV_0020,94.6,True,True,0.81
QE_003220,WI_009294,CONTR_00353,REV_0009,93.1,True,False,0.82
QE_003221,WI_008184,CONTR_00428,REV_0029,90.2,True,False,0.84
QE_003222,WI_004164,CONTR_00263,REV_0009,83.5,True,False,0.75
QE_003223,WI_001632,CONTR_00170,REV_0008,87.0,True,False,0.87
QE_003224,WI_011788,CONTR_00169,REV_0009,88.7,True,False,0.95
QE_003225,WI_007769,CONTR_00253,REV_0018,90.1,True,False,0.86
QE_003226,WI_011949,CONTR_00217,REV_0022,86.3,False,False,0.82
QE_003227,WI_013768,CONTR_00155,REV_0030,85.8,False,False,0.87
QE_003228,WI_004519,CONTR_00239,REV_0026,99.0,True,False,0.67
QE_003229,WI_003043,CONTR_00437,REV_0009,90.0,True,False,0.83
QE_003230,WI_005987,CONTR_00404,REV_0003,83.8,True,False,0.86
QE_003231,WI_012489,CONTR_00369,REV_0018,85.0,True,False,0.91
QE_003232,WI_001574,CONTR_00196,REV_0016,74.2,False,True,0.73
QE_003233,WI_001353,CONTR_00291,REV_0020,75.2,False,False,0.76
QE_003234,WI_012237,CONTR_00416,REV_0022,84.3,True,False,0.76
QE_003235,WI_000205,CONTR_00391,REV_0021,93.0,True,False,0.88
QE_003236,WI_004954,CONTR_00076,REV_0020,90.2,True,False,0.89
QE_003237,WI_005360,CONTR_00095,REV_0009,96.2,True,False,0.99
QE_003238,WI_007997,CONTR_00083,REV_0019,82.4,False,False,0.76
QE_003239,WI_002713,CONTR_00293,REV_0023,94.0,True,False,0.88
QE_003240,WI_007514,CONTR_00175,REV_0028,85.8,True,False,0.82
QE_003241,WI_009859,CONTR_00082,REV_0028,92.5,True,False,0.89
QE_003242,WI_002269,CONTR_00173,REV_0014,86.7,False,False,0.99
QE_003243,WI_001422,CONTR_00181,REV_0007,87.0,True,False,0.92
QE_003244,WI_004238,CONTR_00261,REV_0005,69.9,False,True,0.78
QE_003245,WI_005563,CONTR_00018,REV_0016,85.7,True,False,0.84
QE_003246,WI_011694,CONTR_00243,REV_0024,91.4,True,False,0.77
QE_003247,WI_000492,CONTR_00180,REV_0006,77.0,False,False,0.89
QE_003248,WI_003876,CONTR_00382,REV_0005,91.5,True,False,0.81
QE_003249,WI_003259,CONTR_00001,REV_0023,94.7,True,False,0.9
QE_003250,WI_004486,CONTR_00286,REV_0005,85.5,False,False,0.88
QE_003251,WI_013841,CONTR_00161,REV_0030,82.8,False,False,0.87
QE_003252,WI_013116,CONTR_00127,REV_0013,93.4,True,False,0.99
QE_003253,WI_008346,CONTR_00156,REV_0008,91.3,True,False,0.89
QE_003254,WI_009522,CONTR_00370,REV_0019,89.0,True,False,0.8
QE_003255,WI_000418,CONTR_00158,REV_0017,83.2,False,False,0.81
QE_003256,WI_006323,CONTR_00367,REV_0018,88.1,True,False,0.96
QE_003257,WI_001266,CONTR_00420,REV_0017,87.7,False,False,0.86
QE_003258,WI_004827,CONTR_00203,REV_0020,90.8,True,False,0.88
QE_003259,WI_009159,CONTR_00069,REV_0011,82.0,True,False,0.88
QE_003260,WI_005079,CONTR_00045,REV_0018,95.6,True,True,0.76
QE_003261,WI_001896,CONTR_00365,REV_0022,83.2,True,False,0.99
QE_003262,WI_005677,CONTR_00120,REV_0004,99.0,True,False,0.92
QE_003263,WI_009860,CONTR_00312,REV_0017,84.0,False,False,0.92
QE_003264,WI_010070,CONTR_00227,REV_0015,86.2,False,False,0.86
QE_003265,WI_002670,CONTR_00205,REV_0012,91.5,True,False,0.89
QE_003266,WI_003007,CONTR_00157,REV_0014,92.3,True,False,0.91
QE_003267,WI_006119,CONTR_00084,REV_0025,91.3,False,False,0.92
QE_003268,WI_010187,CONTR_00019,REV_0026,91.0,True,False,0.79
QE_003269,WI_001374,CONTR_00174,REV_0022,94.4,True,False,0.83
QE_003270,WI_004725,CONTR_00080,REV_0026,89.3,True,False,0.7
QE_003271,WI_005387,CONTR_00302,REV_0020,83.6,True,False,0.87
QE_003272,WI_011099,CONTR_00427,REV_0015,88.0,True,False,0.78
QE_003273,WI_002757,CONTR_00432,REV_0006,84.1,True,False,0.94
QE_003274,WI_006112,CONTR_00378,REV_0028,82.3,False,False,0.74
QE_003275,WI_011271,CONTR_00011,REV_0029,89.8,True,False,0.94
QE_003276,WI_009049,CONTR_00173,REV_0019,79.7,False,False,0.8
QE_003277,WI_004546,CONTR_00040,REV_0003,87.0,True,False,0.8
QE_003278,WI_003719,CONTR_00180,REV_0023,78.4,False,True,0.79
QE_003279,WI_007583,CONTR_00429,REV_0026,83.0,True,False,0.96
QE_003280,WI_003619,CONTR_00429,REV_0017,74.9,False,False,0.91
QE_003281,WI_001769,CONTR_00145,REV_0004,75.9,False,False,0.88
QE_003282,WI_012600,CONTR_00404,REV_0028,89.2,True,False,0.92
QE_003283,WI_002410,CONTR_00189,REV_0016,96.4,True,False,0.83
QE_003284,WI_001897,CONTR_00261,REV_0004,80.5,False,False,0.86
QE_003285,WI_013333,CONTR_00299,REV_0022,90.7,True,True,0.68
QE_003286,WI_012609,CONTR_00117,REV_0011,91.8,True,False,0.97
QE_003287,WI_011494,CONTR_00078,REV_0012,99.0,True,False,0.88
QE_003288,WI_007762,CONTR_00157,REV_0014,83.6,True,False,0.87
QE_003289,WI_007888,CONTR_00117,REV_0023,85.1,True,False,0.99
QE_003290,WI_005137,CONTR_00275,REV_0030,82.9,True,False,0.83
QE_003291,WI_008418,CONTR_00180,REV_0009,94.8,True,False,0.88
QE_003292,WI_000581,CONTR_00392,REV_0023,92.4,True,False,0.91
QE_003293,WI_008640,CONTR_00215,REV_0030,86.7,True,False,0.99
QE_003294,WI_003813,CONTR_00171,REV_0029,95.9,True,False,0.77
QE_003295,WI_008442,CONTR_00176,REV_0022,94.7,True,False,0.9
QE_003296,WI_013709,CONTR_00380,REV_0024,88.5,True,False,0.92
QE_003297,WI_004498,CONTR_00276,REV_0019,76.7,False,False,0.7
QE_003298,WI_010150,CONTR_00240,REV_0013,76.7,False,False,0.99
QE_003299,WI_004983,CONTR_00195,REV_0025,82.7,False,False,0.82
QE_003300,WI_013181,CONTR_00139,REV_0018,92.3,True,False,0.91
QE_003301,WI_012432,CONTR_00214,REV_0015,91.5,True,False,0.86
QE_003302,WI_009777,CONTR_00247,REV_0025,89.5,True,False,0.93
QE_003303,WI_013428,CONTR_00004,REV_0029,88.1,False,False,0.68
QE_003304,WI_008504,CONTR_00157,REV_0002,83.7,False,False,0.88
QE_003305,WI_004793,CONTR_00191,REV_0011,86.4,False,False,0.89
QE_003306,WI_012725,CONTR_00251,REV_0002,88.1,True,False,0.97
QE_003307,WI_010348,CONTR_00111,REV_0005,90.5,True,True,0.91
QE_003308,WI_006737,CONTR_00228,REV_0005,91.5,True,False,0.84
QE_003309,WI_000159,CONTR_00098,REV_0012,88.1,True,False,0.71
QE_003310,WI_012594,CONTR_00223,REV_0023,83.5,False,False,0.91
QE_003311,WI_005823,CONTR_00254,REV_0017,77.4,False,False,0.68
QE_003312,WI_003826,CONTR_00056,REV_0012,93.1,True,False,0.86
QE_003313,WI_013073,CONTR_00014,REV_0027,86.0,True,False,0.97
QE_003314,WI_003039,CONTR_00387,REV_0010,83.6,False,False,0.77
QE_003315,WI_002741,CONTR_00440,REV_0011,90.1,True,False,0.9
QE_003316,WI_003458,CONTR_00178,REV_0019,81.9,False,False,0.78
QE_003317,WI_005426,CONTR_00159,REV_0017,87.6,True,False,0.86
QE_003318,WI_007009,CONTR_00335,REV_0016,99.0,True,False,0.91
QE_003319,WI_013530,CONTR_00276,REV_0004,87.8,False,False,0.87
QE_003320,WI_009490,CONTR_00394,REV_0014,78.3,False,False,0.74
QE_003321,WI_003602,CONTR_00253,REV_0017,87.3,True,False,0.85
QE_003322,WI_011933,CONTR_00179,REV_0003,87.3,True,False,0.87
QE_003323,WI_013109,CONTR_00396,REV_0023,93.3,True,False,0.86
QE_003324,WI_007632,CONTR_00180,REV_0029,91.2,False,False,0.84
QE_003325,WI_003181,CONTR_00202,REV_0001,79.5,False,False,0.91
QE_003326,WI_005495,CONTR_00132,REV_0008,99.0,True,True,0.86
QE_003327,WI_003769,CONTR_00241,REV_0027,84.9,True,False,0.92
QE_003328,WI_000863,CONTR_00009,REV_0016,93.5,True,False,0.88
QE_003329,WI_008902,CONTR_00126,REV_0001,95.2,True,False,0.89
QE_003330,WI_010040,CONTR_00012,REV_0015,93.6,True,False,0.79
QE_003331,WI_002951,CONTR_00118,REV_0028,82.9,False,True,0.81
QE_003332,WI_006176,CONTR_00262,REV_0009,86.0,True,False,0.88
QE_003333,WI_005648,CONTR_00294,REV_0030,72.5,False,False,0.75
QE_003334,WI_002227,CONTR_00403,REV_0008,93.4,True,False,0.81
QE_003335,WI_005950,CONTR_00101,REV_0026,97.7,True,False,0.82
QE_003336,WI_004514,CONTR_00057,REV_0016,87.4,True,False,0.99
QE_003337,WI_010655,CONTR_00172,REV_0018,81.9,False,False,0.92
QE_003338,WI_011742,CONTR_00013,REV_0005,90.9,True,False,0.82
QE_003339,WI_011008,CONTR_00001,REV_0003,91.5,True,False,0.85
QE_003340,WI_013007,CONTR_00191,REV_0006,93.9,True,False,0.88
QE_003341,WI_005612,CONTR_00175,REV_0011,92.8,True,False,0.84
QE_003342,WI_000473,CONTR_00429,REV_0011,85.6,True,False,0.91
QE_003343,WI_011968,CONTR_00094,REV_0020,93.1,True,False,0.77
QE_003344,WI_001953,CONTR_00321,REV_0026,92.8,True,False,0.81
QE_003345,WI_007176,CONTR_00033,REV_0017,94.4,True,False,0.98
QE_003346,WI_010349,CONTR_00325,REV_0027,84.1,True,False,0.74
QE_003347,WI_010909,CONTR_00291,REV_0023,79.2,False,True,0.86
QE_003348,WI_007143,CONTR_00357,REV_0028,76.0,False,False,0.99
QE_003349,WI_000384,CONTR_00174,REV_0006,85.7,False,False,0.92
QE_003350,WI_006369,CONTR_00060,REV_0013,88.2,True,False,0.91
QE_003351,WI_009571,CONTR_00257,REV_0012,86.8,False,True,0.81
QE_003352,WI_003687,CONTR_00059,REV_0018,91.7,True,False,0.79
QE_003353,WI_003202,CONTR_00390,REV_0026,84.4,True,False,0.91
QE_003354,WI_009073,CONTR_00214,REV_0008,78.7,False,False,0.96
QE_003355,WI_000048,CONTR_00023,REV_0017,93.7,True,False,0.85
QE_003356,WI_003906,CONTR_00385,REV_0021,83.9,True,False,0.77
QE_003357,WI_008178,CONTR_00128,REV_0017,86.2,False,False,0.83
QE_003358,WI_001081,CONTR_00118,REV_0029,93.6,True,False,0.86
QE_003359,WI_002545,CONTR_00140,REV_0022,92.5,True,False,0.83
QE_003360,WI_007921,CONTR_00182,REV_0001,93.2,True,False,0.82
QE_003361,WI_008439,CONTR_00138,REV_0012,96.0,True,False,0.88
QE_003362,WI_006687,CONTR_00137,REV_0016,88.7,True,False,0.91
QE_003363,WI_006143,CONTR_00106,REV_0007,97.6,True,False,0.79
QE_003364,WI_008242,CONTR_00119,REV_0001,98.8,True,False,0.86
QE_003365,WI_003918,CONTR_00294,REV_0006,92.0,True,False,0.78
QE_003366,WI_011154,CONTR_00071,REV_0002,96.9,True,False,0.86
QE_003367,WI_013462,CONTR_00277,REV_0023,70.0,False,False,0.91
QE_003368,WI_006803,CONTR_00256,REV_0009,90.6,True,False,0.75
QE_003369,WI_006343,CONTR_00395,REV_0019,81.9,True,True,0.88
QE_003370,WI_006148,CONTR_00018,REV_0013,99.0,True,False,0.85
QE_003371,WI_010608,CONTR_00153,REV_0006,80.8,False,False,0.69
QE_003372,WI_004374,CONTR_00439,REV_0010,98.8,True,False,0.92
QE_003373,WI_006621,CONTR_00085,REV_0018,87.9,True,False,0.77
QE_003374,WI_001009,CONTR_00148,REV_0016,85.5,True,False,0.93
QE_003375,WI_006311,CONTR_00139,REV_0010,93.0,True,False,0.93
QE_003376,WI_007982,CONTR_00270,REV_0007,85.7,True,False,0.89
QE_003377,WI_008581,CONTR_00298,REV_0015,90.7,True,False,0.77
QE_003378,WI_009642,CONTR_00194,REV_0004,78.6,False,False,0.9
QE_003379,WI_001773,CONTR_00267,REV_0003,81.7,False,False,0.73
QE_003380,WI_003134,CONTR_00170,REV_0016,87.1,False,False,0.76
QE_003381,WI_005829,CONTR_00264,REV_0025,71.7,False,False,0.72
QE_003382,WI_008560,CONTR_00268,REV_0009,80.6,False,False,0.76
QE_003383,WI_008275,CONTR_00396,REV_0025,87.0,True,False,0.79
QE_003384,WI_010786,CONTR_00385,REV_0024,89.8,True,False,0.9
QE_003385,WI_002010,CONTR_00103,REV_0009,99.0,True,False,0.82
QE_003386,WI_004269,CONTR_00022,REV_0030,84.4,False,False,0.82
QE_003387,WI_013440,CONTR_00279,REV_0028,88.0,True,False,0.84
QE_003388,WI_005241,CONTR_00111,REV_0013,99.0,True,False,0.73
QE_003389,WI_010134,CONTR_00399,REV_0003,77.3,False,True,0.9
QE_003390,WI_012770,CONTR_00329,REV_0003,84.3,False,False,0.88
QE_003391,WI_012438,CONTR_00024,REV_0001,92.1,True,False,0.87
QE_003392,WI_010785,CONTR_00087,REV_0028,75.4,False,False,0.78
QE_003393,WI_000856,CONTR_00180,REV_0022,87.0,True,False,0.99
QE_003394,WI_000648,CONTR_00279,REV_0021,76.3,False,False,0.84
QE_003395,WI_001267,CONTR_00222,REV_0002,79.6,False,False,0.81
QE_003396,WI_001688,CONTR_00012,REV_0017,84.1,True,False,0.86
QE_003397,WI_005171,CONTR_00179,REV_0013,93.6,True,False,0.84
QE_003398,WI_010568,CONTR_00144,REV_0004,82.4,False,True,0.79
QE_003399,WI_009975,CONTR_00147,REV_0009,86.8,False,False,0.84
QE_003400,WI_009077,CONTR_00436,REV_0022,95.4,True,False,0.98
QE_003401,WI_011175,CONTR_00044,REV_0026,91.8,True,False,0.78
QE_003402,WI_005949,CONTR_00074,REV_0018,80.2,False,False,0.86
QE_003403,WI_002644,CONTR_00169,REV_0020,86.2,True,False,0.87
QE_003404,WI_006100,CONTR_00140,REV_0022,91.2,True,False,0.82
QE_003405,WI_010583,CONTR_00065,REV_0008,90.4,True,False,0.91
QE_003406,WI_004754,CONTR_00124,REV_0030,86.0,False,False,0.96
QE_003407,WI_005982,CONTR_00396,REV_0027,96.2,True,False,0.86
QE_003408,WI_002367,CONTR_00010,REV_0021,86.6,False,False,0.87
QE_003409,WI_009901,CONTR_00142,REV_0028,98.0,True,False,0.79
QE_003410,WI_004444,CONTR_00374,REV_0001,89.4,True,True,0.77
QE_003411,WI_007727,CONTR_00161,REV_0005,83.3,False,True,0.84
QE_003412,WI_005218,CONTR_00165,REV_0019,81.7,False,True,0.83
QE_003413,WI_003244,CONTR_00220,REV_0021,86.0,True,False,0.9
QE_003414,WI_008862,CONTR_00063,REV_0023,92.8,True,False,0.88
QE_003415,WI_009751,CONTR_00132,REV_0017,91.9,True,False,0.83
QE_003416,WI_013244,CONTR_00198,REV_0004,85.1,False,False,0.84
QE_003417,WI_003103,CONTR_00310,REV_0006,87.3,True,False,0.86
QE_003418,WI_010996,CONTR_00370,REV_0030,91.2,True,False,0.85
QE_003419,WI_009324,CONTR_00174,REV_0003,88.8,True,False,0.9
QE_003420,WI_004063,CONTR_00058,REV_0029,81.9,False,False,0.85
QE_003421,WI_008035,CONTR_00292,REV_0010,83.2,True,False,0.84
QE_003422,WI_007345,CONTR_00156,REV_0015,89.8,True,False,0.81
QE_003423,WI_013602,CONTR_00203,REV_0003,95.1,True,False,0.83
QE_003424,WI_005922,CONTR_00291,REV_0012,83.9,False,False,0.79
QE_003425,WI_012309,CONTR_00430,REV_0021,99.0,True,False,0.84
QE_003426,WI_004613,CONTR_00417,REV_0026,95.0,True,False,0.99
QE_003427,WI_011526,CONTR_00175,REV_0024,93.9,True,False,0.82
QE_003428,WI_010383,CONTR_00028,REV_0016,87.4,True,False,0.81
QE_003429,WI_006233,CONTR_00042,REV_0010,89.8,True,False,0.91
QE_003430,WI_003330,CONTR_00231,REV_0005,93.0,True,True,0.87
QE_003431,WI_003934,CONTR_00095,REV_0028,87.9,False,True,0.92
QE_003432,WI_003609,CONTR_00177,REV_0021,85.9,False,False,0.87
QE_003433,WI_010694,CONTR_00260,REV_0030,92.7,True,False,0.84
QE_003434,WI_001901,CONTR_00435,REV_0029,80.4,False,False,0.81
QE_003435,WI_008797,CONTR_00193,REV_0009,90.9,True,False,0.73
QE_003436,WI_013661,CONTR_00029,REV_0028,93.7,True,False,0.83
QE_003437,WI_007397,CONTR_00289,REV_0029,88.5,True,False,0.99
QE_003438,WI_004430,CONTR_00111,REV_0009,92.4,True,False,0.86
QE_003439,WI_002048,CONTR_00382,REV_0014,80.4,False,False,0.82
QE_003440,WI_003091,CONTR_00399,REV_0029,88.0,False,False,0.94
QE_003441,WI_006075,CONTR_00036,REV_0021,94.6,True,False,0.99
QE_003442,WI_002432,CONTR_00167,REV_0025,90.2,True,True,0.87
QE_003443,WI_011811,CONTR_00257,REV_0019,80.2,False,True,0.77
QE_003444,WI_009946,CONTR_00200,REV_0013,94.3,True,False,0.86
QE_003445,WI_010310,CONTR_00144,REV_0001,87.3,True,False,0.99
QE_003446,WI_003452,CONTR_00363,REV_0001,84.5,False,False,0.84
QE_003447,WI_000186,CONTR_00098,REV_0026,88.7,True,False,0.91
QE_003448,WI_013348,CONTR_00005,REV_0007,98.0,True,False,0.97
QE_003449,WI_008740,CONTR_00139,REV_0010,94.5,True,True,0.82
QE_003450,WI_008449,CONTR_00021,REV_0001,99.0,True,False,0.83
QE_003451,WI_003855,CONTR_00152,REV_0016,82.2,True,False,0.9
QE_003452,WI_013807,CONTR_00216,REV_0003,78.5,False,False,0.91
QE_003453,WI_004674,CONTR_00142,REV_0018,99.0,True,False,0.99
QE_003454,WI_005463,CONTR_00063,REV_0003,93.1,True,False,0.95
QE_003455,WI_009444,CONTR_00190,REV_0021,92.9,True,False,0.88
QE_003456,WI_002312,CONTR_00086,REV_0029,95.2,True,False,0.89
QE_003457,WI_007807,CONTR_00149,REV_0030,85.9,True,False,0.85
QE_003458,WI_008558,CONTR_00177,REV_0004,86.0,False,False,0.9
QE_003459,WI_010626,CONTR_00337,REV_0010,91.2,True,False,0.91
QE_003460,WI_003342,CONTR_00316,REV_0011,88.9,True,False,0.94
QE_003461,WI_004657,CONTR_00153,REV_0026,92.1,True,False,0.69
QE_003462,WI_004476,CONTR_00134,REV_0014,99.0,True,False,0.76
QE_003463,WI_008377,CONTR_00315,REV_0011,86.4,True,False,0.99
QE_003464,WI_000622,CONTR_00074,REV_0004,91.7,False,False,0.89
QE_003465,WI_012020,CONTR_00112,REV_0011,99.0,True,False,0.74
QE_003466,WI_003617,CONTR_00442,REV_0030,90.1,True,False,0.91
QE_003467,WI_007144,CONTR_00059,REV_0019,94.0,True,False,0.89
QE_003468,WI_002608,CONTR_00028,REV_0010,90.4,True,False,0.8
QE_003469,WI_010232,CONTR_00392,REV_0014,90.5,True,False,0.97
QE_003470,WI_010813,CONTR_00332,REV_0001,87.5,True,False,0.81
QE_003471,WI_012908,CONTR_00084,REV_0003,89.9,True,False,0.68
QE_003472,WI_008394,CONTR_00386,REV_0013,88.9,True,False,0.81
QE_003473,WI_000483,CONTR_00162,REV_0004,89.8,True,False,0.8
QE_003474,WI_002213,CONTR_00386,REV_0027,70.0,False,False,0.82
QE_003475,WI_011812,CONTR_00262,REV_0008,92.7,True,False,0.97
QE_003476,WI_009876,CONTR_00254,REV_0025,92.1,True,False,0.89
QE_003477,WI_005809,CONTR_00169,REV_0002,83.5,False,False,0.83
QE_003478,WI_005208,CONTR_00220,REV_0022,87.9,False,False,0.83
QE_003479,WI_010253,CONTR_00142,REV_0018,84.0,True,False,0.85
QE_003480,WI_013659,CONTR_00161,REV_0008,84.0,False,False,0.96
QE_003481,WI_005392,CONTR_00293,REV_0029,83.1,False,False,0.94
QE_003482,WI_009201,CONTR_00158,REV_0005,83.6,False,False,0.87
QE_003483,WI_006902,CONTR_00398,REV_0022,82.3,True,False,0.81
QE_003484,WI_009208,CONTR_00019,REV_0006,90.1,True,False,0.86
QE_003485,WI_001344,CONTR_00005,REV_0024,95.1,True,False,0.78
QE_003486,WI_007855,CONTR_00204,REV_0005,83.3,False,False,0.88
QE_003487,WI_002858,CONTR_00203,REV_0014,95.7,True,False,0.97
QE_003488,WI_003576,CONTR_00217,REV_0023,73.6,False,False,0.77
QE_003489,WI_003037,CONTR_00198,REV_0024,89.8,True,False,0.87
QE_003490,WI_007214,CONTR_00204,REV_0006,77.4,False,False,0.91
QE_003491,WI_005811,CONTR_00072,REV_0002,99.0,True,False,0.75
QE_003492,WI_009897,CONTR_00261,REV_0024,83.9,True,False,0.86
QE_003493,WI_002969,CONTR_00300,REV_0025,91.9,True,False,0.89
QE_003494,WI_000041,CONTR_00393,REV_0004,96.6,True,False,0.97
QE_003495,WI_005375,CONTR_00215,REV_0013,83.6,False,False,0.9
QE_003496,WI_004835,CONTR_00266,REV_0006,96.5,False,False,0.83
QE_003497,WI_013899,CONTR_00053,REV_0016,93.2,True,False,0.96
QE_003498,WI_002476,CONTR_00292,REV_0014,86.6,False,False,0.87
QE_003499,WI_009691,CONTR_00184,REV_0019,80.7,False,False,0.88
QE_003500,WI_006079,CONTR_00041,REV_0004,93.7,True,False,0.83
